,Postleitzahl,Ort,Name,Straße,Anzahl Empfehlungen,Latitude,Longitude,Komplette Addresse
395,28203,Bremen,Eiscafé Panciera,Ostertorsteinweg 73,11,53.0723683,8.81911549999999,"Eiscafé Panciera, Ostertorsteinweg 73, 28203 Bremen"
396,28203,Bremen,Marco Ferrari,Vor dem Steintor 110,8,53.0722409,8.8289609,"Marco Ferrari, Vor dem Steintor 110, 28203 Bremen"
397,28203,Bremen,Eislabor,Vor dem Steintor 31,3,53.0728386,8.82510469999999,"Eislabor, Vor dem Steintor 31, 28203 Bremen"
398,28205,Bremen,Eislabor,Am Schwarzen Meer 152,36,53.0725998,8.8419543,"Eislabor, Am Schwarzen Meer 152, 28205 Bremen"
399,28207,Bremen,Eiscafe de Luca,Föhrenstr. 42,6,53.063282,8.877362,"Eiscafe de Luca, Föhrenstr. 42, 28207 Bremen"
400,28209,Bremen,Eis Molin,Wachmannstr. 41,18,53.08523,8.82960999999999,"Eis Molin, Wachmannstr. 41, 28209 Bremen"
401,28213,Bremen,Café e Gelato,Emmastr. 207,6,53.09121,8.84451,"Café e Gelato, Emmastr. 207, 28213 Bremen"
402,28215,Bremen,Eiscafé Cercenà,Hemmstr. 124,38,53.0929323,8.8033603,"Eiscafé Cercenà, Hemmstr. 124, 28215 Bremen"
403,28237,Bremen,Eis Molin,Gröpelinger Heerstr. 159,18,53.1147895999999,8.7619156,"Eis Molin, Gröpelinger Heerstr. 159, 28237 Bremen"
404,28277,Bremen,Abraham-Café,Anna-Stiegler-Str. 124,5,53.03716,8.82685,"Abraham-Café, Anna-Stiegler-Str. 124, 28277 Bremen"
405,28357,Bremen,Blocklander Eisdiele,Niederblockland 6,55,53.15458,8.83842999999999,"Blocklander Eisdiele, Niederblockland 6, 28357 Bremen"
406,28757,Bremen,Gelateria Italiana Miotto,Gerhard-Rohlfs-Str. 7,9,53.17204,8.62046,"Gelateria Italiana Miotto, Gerhard-Rohlfs-Str. 7, 28757 Bremen"
407,28779,Bremen,Venezia,Kapitän-Dallmann-Str. 6,8,53.1821517,8.57205909999999,"Venezia, Kapitän-Dallmann-Str. 6, 28779 Bremen"
408,28779,Bremen,Bellissima,Pürschweg 2,26,53.20245,8.57505,"Bellissima, Pürschweg 2, 28779 Bremen"
409,28844,Weyhe,Riviera Eiscafe,Bahnhofstr. 50B,3,52.98363,8.85636,"Riviera Eiscafe, Bahnhofstr. 50B, 28844 Weyhe"
410,28870,Ottersberg,Café Lindenlaub,Wilhelmshauser Str. 2,49,53.1254128,9.06299149999999,"Café Lindenlaub, Wilhelmshauser Str. 2, 28870 Ottersberg"
411,29439,Lüchow,Eiscafe Cortina,Kirchstraße,6,52.9668,11.1572,"Eiscafe Cortina, Kirchstraße, 29439 Lüchow"
412,29451,Dannenberg,Eiscafe del Pizzo,Münzstr. 7,5,53.09847,11.09608,"Eiscafe del Pizzo, Münzstr. 7, 29451 Dannenberg"
413,29614,Soltau,Eis-Café Martini,Wilhelmstr. 12,3,52.98658,9.84155,"Eis-Café Martini, Wilhelmstr. 12, 29614 Soltau"
414,29640,Schneverdingen,Eiscafe Cortina,Schulstr. 4,6,53.1194095,9.7878964,"Eiscafe Cortina, Schulstr. 4, 29640 Schneverdingen"
415,30159,Hannover,Giovanni L.,Georgstraße 26,15,52.3743996,9.73787559999999,"Giovanni L., Georgstraße 26, 30159 Hannover"
416,30159,Hannover,Colosseum,Ernst August Platz 1,12,52.3765286,9.7408928,"Colosseum, Ernst August Platz 1, 30159 Hannover"
417,30161,Hannover,Eiscafé San Marco,Lister Meile 70,40,52.3872841,9.7491649,"Eiscafé San Marco, Lister Meile 70, 30161 Hannover"
418,30167,Hannover,Eis 2000,Engelbosteler Damm 34,5,52.3846184,9.7251541,"Eis 2000, Engelbosteler Damm 34, 30167 Hannover"
419,30169,Hannover,Eis 2000,Hildesheimer Str. 77,14,52.3608302,9.7502841,"Eis 2000, Hildesheimer Str. 77, 30169 Hannover"
420,30179,Hannover,Gondola Eiskaffee,Vahrenheider Markt 2,3,52.4115,9.7495,"Gondola Eiskaffee, Vahrenheider Markt 2, 30179 Hannover"
421,30449,Hannover,Frioli,Stephanusstr. 8,77,52.3683231,9.71462599999999,"Frioli, Stephanusstr. 8, 30449 Hannover"
422,30451,Hannover,Eiscafe da Beppo,Limmerstr. 30,10,52.3730111,9.70921199999999,"Eiscafe da Beppo, Limmerstr. 30, 30451 Hannover"
423,30559,Hannover,Eiscafe Soravia,Tiergartenstraße 126b,12,52.36069,9.82873,"Eiscafe Soravia, Tiergartenstraße 126b, 30559 Hannover"
424,30974,Wennigsen (Deister),Eis & Fantasy,Hauptstr. 31A,6,52.27173,9.56784,"Eis & Fantasy, Hauptstr. 31A, 30974 Wennigsen (Deister)"
425,31028,Gronau (Leine),Eiscafé Da Ros,Hauptstr. 4,3,52.084275,9.7767184,"Eiscafé Da Ros, Hauptstr. 4, 31028 Gronau (Leine)"
426,31224,Peine,Eisdiele Bernauer,Am Markt 19,5,52.3234151,10.2264314,"Eisdiele Bernauer, Am Markt 19, 31224 Peine"
427,31515,Wunstorf,Eiscafe Winkelgasse,Alter Winkel 4,317,52.4543715,9.351231,"Eiscafe Winkelgasse, Alter Winkel 4, 31515 Wunstorf"
428,31552,Rodenberg,Eiscafé Dolomiti,Lange Str. 1,7,52.31162,9.35178,"Eiscafé Dolomiti, Lange Str. 1, 31552 Rodenberg"
429,31812,Bad Pyrmont,Eiscafè Loris Calvi,Schillerstr. 45,5,51.98486,9.24016999999999,"Eiscafè Loris Calvi, Schillerstr. 45, 31812 Bad Pyrmont"
430,31867,Lauenau,Eiscafé Dolomiti,Am Markt 5,7,52.2738534,9.3704001,"Eiscafé Dolomiti, Am Markt 5, 31867 Lauenau"
431,32052,Herford,Kurz Eisbar,Janup 3,12,52.11579,8.66583,"Kurz Eisbar, Janup 3, 32052 Herford"
432,32257,Bünde,Eiscafé Roma,Eschstr. 23,9,52.19792,8.58391,"Eiscafé Roma, Eschstr. 23, 32257 Bünde"
433,32351,Stemwede,Eisdiele in der Alten Kantorei,Am Kirchplatz 8,13,52.37391,8.4536,"Eisdiele in der Alten Kantorei, Am Kirchplatz 8, 32351 Stemwede"
434,32425,Minden,Eiscafé Sweet Virginia,Marienstraße  108a,8,52.3046674,8.9158005,"Eiscafé Sweet Virginia, Marienstraße  108a, 32425 Minden"
435,32427,Minden,Eiscafe Giovanni L,Marianenstr. 10,4,52.2906442,8.9165222,"Eiscafe Giovanni L, Marianenstr. 10, 32427 Minden"
436,32427,Minden,Eiscafé Venezia,Kuhlenstr. 102,4,52.2841,8.88435,"Eiscafé Venezia, Kuhlenstr. 102, 32427 Minden"
437,32756,Detmold,Eissalon Europa,Lange Str. 39,45,51.9347116,8.87921169999999,"Eissalon Europa, Lange Str. 39, 32756 Detmold"
438,32760,Detmold,Daniele,Friedrich-Ebert-Str. 95,3,51.9243503999999,8.8427455,"Daniele, Friedrich-Ebert-Str. 95, 32760 Detmold"
439,33098,Paderborn,Mulino Eiscafé,Mühlenstr. 8,5,51.7204610999999,8.753103,"Mulino Eiscafé, Mühlenstr. 8, 33098 Paderborn"
440,33098,Paderborn,Eiscafe Artusa,Westernstr. 2,5,51.7170628999999,8.7512595,"Eiscafe Artusa, Westernstr. 2, 33098 Paderborn"
441,33330,Gütersloh,Eiscafé Terminio,Carl-Bertelsmann-Str. 34,21,51.9050133,8.3880232,"Eiscafé Terminio, Carl-Bertelsmann-Str. 34, 33330 Gütersloh"
442,33335,Gütersloh,Eiscafé Pino,Friedrichsdorfer Str. 53,5,51.9389,8.44279,"Eiscafé Pino, Friedrichsdorfer Str. 53, 33335 Gütersloh"
443,33378,Rheda-Wiedenbrück,Eiscafe Garda,Klingelbrink 21,14,51.8333121999999,8.31029689999999,"Eiscafe Garda, Klingelbrink 21, 33378 Rheda-Wiedenbrück"
444,33378,Rheda-Wiedenbrück,Eiscafe Corazza,Neuer Wall 8,8,51.8544233999999,8.2883892,"Eiscafe Corazza, Neuer Wall 8, 33378 Rheda-Wiedenbrück"
445,33428,Harsewinkel,Gelato & Café PreGo,Tecklenburger Weg 8,8,51.96382,8.21699,"Gelato & Café PreGo, Tecklenburger Weg 8, 33428 Harsewinkel"
446,33602,Bielefeld,Gelatteria De Lorenzo,Obernstr. 45,6,52.0195742,8.5284622,"Gelatteria De Lorenzo, Obernstr. 45, 33602 Bielefeld"
447,33602,Bielefeld,Giovanni L.,Arndtstr. 9,3,52.0250172999999,8.5291543,"Giovanni L., Arndtstr. 9, 33602 Bielefeld"
448,33602,Bielefeld,Giovanni L.,Rathausstr. 1,8,52.0205085,8.5324803,"Giovanni L., Rathausstr. 1, 33602 Bielefeld"
449,33604,Bielefeld,Café Schumacher,Oldentruper Str. 56,6,52.0131118,8.55853,"Café Schumacher, Oldentruper Str. 56, 33604 Bielefeld"
450,33615,Bielefeld,Der Koch,Rolandstr. 15,3,52.02785,8.52281,"Der Koch, Rolandstr. 15, 33615 Bielefeld"
451,33758,Schloß Holte-Stukenbrock,Eiscafé Gianni,Bahnhofstr. 64,6,51.90378,8.61427,"Eiscafé Gianni, Bahnhofstr. 64, 33758 Schloß Holte-Stukenbrock"
452,33803,Steinhagen,Eiscafé Smile,Kirchplatz 6,4,52.0055799999999,8.41443999999999,"Eiscafé Smile, Kirchplatz 6, 33803 Steinhagen"
453,33824,Werther,Eiscafe Venezia,Alte Bielefelder Str. 11,26,52.0724248,8.41376189999999,"Eiscafe Venezia, Alte Bielefelder Str. 11, 33824 Werther"
454,34119,Kassel,Eiscafé Cortina,Wilhelmshöher Allee 134,19,51.3129172,9.4636909,"Eiscafé Cortina, Wilhelmshöher Allee 134, 34119 Kassel"
455,34119,Kassel,Boutique Del Gelato,Friedrich-Ebert-Str. 81,21,51.3154718,9.47629289999999,"Boutique Del Gelato, Friedrich-Ebert-Str. 81, 34119 Kassel"
456,34131,Kassel,Frare,Wilhelmshöher Allee 274,3,51.3139109,9.4423099,"Frare, Wilhelmshöher Allee 274, 34131 Kassel"
457,34414,Warburg,Eiscafé Venezia,Briloner Str. 4,7,51.5308141999999,9.03070389999999,"Eiscafé Venezia, Briloner Str. 4, 34414 Warburg"
458,34454,Bad Arolsen,Eis Teo,Bahnhofstraße 38,15,51.3809566,9.010911,"Eis Teo, Bahnhofstraße 38, 34454 Bad Arolsen"
459,34471,Volkmarsen,Eiscafe Venezia,Steinweg 30,4,51.41214,9.11603,"Eiscafe Venezia, Steinweg 30, 34471 Volkmarsen"
460,34560,Fritzlar,Eiscafe Venezia,Kasseler Str. 22/a,5,51.1331445,9.2747133,"Eiscafe Venezia, Kasseler Str. 22/a, 34560 Fritzlar"
461,34576,Homberg,Eiscafé Bressan,Ziegenhainer Str. 9,188,51.0315674,9.40119069999999,"Eiscafé Bressan, Ziegenhainer Str. 9, 34576 Homberg"
462,35037,Marburg,Aroma Bistro & Eisbar,Anneliese Pohl Allee 1,39,50.8179318,8.77197129999999,"Aroma Bistro & Eisbar, Anneliese Pohl Allee 1, 35037 Marburg"
463,35037,Marburg,Cafe Klingelhöfer,Haspelstr. 21,8,50.80465,8.76559,"Cafe Klingelhöfer, Haspelstr. 21, 35037 Marburg"
464,35282,Rauschenberg,Damm's Hof,Auf den Röhren 12,4,50.8876299999999,8.91248,"Damm's Hof, Auf den Röhren 12, 35282 Rauschenberg"
465,35390,Gießen,Heisszeit,Plockstraße 7,83,50.5839545,8.6744401,"Heisszeit, Plockstraße 7, 35390 Gießen"
466,35423,Lich,Eisdiele Guiseppe Morandin,Unterstadt 11,5,50.5195203,8.81946999999999,"Eisdiele Guiseppe Morandin, Unterstadt 11, 35423 Lich"
467,35444,Biebertal,Eiscafe-Datoni,Gießener Str. 14,24,50.6180223,8.5979796,"Eiscafe-Datoni, Gießener Str. 14, 35444 Biebertal"
468,35457,Lollar,Eisdiele Silano,Marburger Straße 77,6,50.65371,8.71009,"Eisdiele Silano, Marburger Straße 77, 35457 Lollar"
469,35584,Wetzlar,Eiscafé Dolomiti,Wetzlarer Str. 22,5,50.5831396,8.5221935,"Eiscafé Dolomiti, Wetzlarer Str. 22, 35584 Wetzlar"
470,36037,Fulda,Eiscafe Bonifatius,Friedrichstr.6,8,50.5519968,9.6762655,"Eiscafe Bonifatius, Friedrichstr.6, 36037 Fulda"
471,36251,Bad Hersfeld,Eisdiele Venezia,Breitenstr. 1,3,50.8683377,9.7087607,"Eisdiele Venezia, Breitenstr. 1, 36251 Bad Hersfeld"
472,36381,Schlüchtern,Ca D'oro,Obertorstr. 4,15,50.3475278,9.5247698,"Ca D'oro, Obertorstr. 4, 36381 Schlüchtern"
473,36448,Bad Liebenstein,Eiscafe Zum Polarstern,Herzog-Georg-Str. 8,4,50.81556,10.34914,"Eiscafe Zum Polarstern, Herzog-Georg-Str. 8, 36448 Bad Liebenstein"
474,37073,Göttingen,Eiscafe Da Claudio,Lange-Geismar-Str. 39,3,51.5316999,9.93580349999999,"Eiscafe Da Claudio, Lange-Geismar-Str. 39, 37073 Göttingen"
475,37073,Göttingen,Eislust,Kurze-Geismar-Str. 26-30,15,51.5310914,9.9381121,"Eislust, Kurze-Geismar-Str. 26-30, 37073 Göttingen"
476,37073,Göttingen,Eiscafe Da Claudio,Lange-Geismar-Str. 39,16,51.5316999,9.93580349999999,"Eiscafe Da Claudio, Lange-Geismar-Str. 39, 37073 Göttingen"
477,37269,Eschwege,Eiscafé Vian,Stad 41,37,51.1887974,10.0553388,"Eiscafé Vian, Stad 41, 37269 Eschwege"
478,37308,Westhausen,Müllers Eis,Schmiedehof 115,5,51.3938661,10.1890149,"Müllers Eis, Schmiedehof 115, 37308 Westhausen"
479,37574,Einbeck,Eis Heise,Am Mühlenbach  1,6,51.8640298,9.8593019,"Eis Heise, Am Mühlenbach  1, 37574 Einbeck"
480,37581,Bad Gandersheim,Ebelings Bauernhofeis,Wolperode 40,4,51.88333,10.05953,"Ebelings Bauernhofeis, Wolperode 40, 37581 Bad Gandersheim"
481,37671,Höxter,Eiscafe Mosena,Marktstr. 29,3,51.7759499999999,9.38125,"Eiscafe Mosena, Marktstr. 29, 37671 Höxter"
482,38100,Braunschweig,Eiscafe De Pellegrin,Wendenstr. 2,8,52.26818,10.52398,"Eiscafe De Pellegrin, Wendenstr. 2, 38100 Braunschweig"
483,38100,Braunschweig,Tiziano SchlossLounge,Platz am Ritterbrunnen 1,8,52.2643755,10.5288027,"Tiziano SchlossLounge, Platz am Ritterbrunnen 1, 38100 Braunschweig"
484,38102,Braunschweig,Eis-Pavillon,Kasernenstr. 13,5,52.2675283,10.5355683,"Eis-Pavillon, Kasernenstr. 13, 38102 Braunschweig"
485,38108,Braunschweig,eisforum querum,Bevenroderstr. 126,4,52.29274,10.56079,"eisforum querum, Bevenroderstr. 126, 38108 Braunschweig"
486,38112,Braunschweig,Eiscafe Dolomiti,Ligusterweg 26,10,52.29264,10.50933,"Eiscafe Dolomiti, Ligusterweg 26, 38112 Braunschweig"
487,38300,Wolfenbüttel,Eiscafé Martini,Lange Str. 4,7,52.16141,10.5398341,"Eiscafé Martini, Lange Str. 4, 38300 Wolfenbüttel"
488,38302,Wolfenbüttel,Eiscafe Eiszeit,Braunschweiger Str. 5,12,52.19853,10.5861,"Eiscafe Eiszeit, Braunschweiger Str. 5, 38302 Wolfenbüttel"
489,38304,Wolfenbüttel,Sylter Eismanufaktur,Am Alten Schlachthof 2,90,52.16319,10.51305,"Sylter Eismanufaktur, Am Alten Schlachthof 2, 38304 Wolfenbüttel"
490,38465,Brome,Eiscafé Guzzo,Bahnhofstr. 40,3,52.60003,10.93559,"Eiscafé Guzzo, Bahnhofstr. 40, 38465 Brome"
491,38667,Bad Harzburg,Eiscafe Rialto,Herzog-Wilhelm-Str. 28,39,51.8841409,10.5572286,"Eiscafe Rialto, Herzog-Wilhelm-Str. 28, 38667 Bad Harzburg"
492,38855,Wernigerode,Busche's Imbiß Café,Pfarrstr. 56,7,51.83753,10.78455,"Busche's Imbiß Café, Pfarrstr. 56, 38855 Wernigerode"
493,39104,Magdeburg,Bortscheller,Schönebecker Str. 103,9,52.1067653,11.6410924,"Bortscheller, Schönebecker Str. 103, 39104 Magdeburg"
494,39108,Magdeburg,Eis-Blume,Olvenstedter Str. 31,14,52.1357336,11.6129575,"Eis-Blume, Olvenstedter Str. 31, 39108 Magdeburg"
495,39218,Schönebeck (Elbe),Eiscafe Ebeling,Randauer Str. 1A,51,52.0452792,11.7622836,"Eiscafe Ebeling, Randauer Str. 1A, 39218 Schönebeck (Elbe)"
496,39221,Welsleben,Eiscafe Brauckmann,Lindenstr. 15,5,52.0012,11.63705,"Eiscafe Brauckmann, Lindenstr. 15, 39221 Welsleben"
497,39387,Schermcke,Eiscafe Jordan,Am Sauren Holz 4,24,52.0565493999999,11.2877446,"Eiscafe Jordan, Am Sauren Holz 4, 39387 Schermcke"
498,40211,Düsseldorf,Tati - Die Eisdiele,Schirmerstr. 39,181,51.231479,6.79281919999999,"Tati - Die Eisdiele, Schirmerstr. 39, 40211 Düsseldorf"
499,40213,Düsseldorf,Yomaro Frozen Yogurt,Carlsplatz 6B,4,51.223128,6.77284,"Yomaro Frozen Yogurt, Carlsplatz 6B, 40213 Düsseldorf"
500,40213,Düsseldorf,Giovanni L,Berger Str. 22,4,51.2242172,6.77263219999999,"Giovanni L, Berger Str. 22, 40213 Düsseldorf"
501,40213,Düsseldorf,Eiscafe Pia,Kasernenstr. 1,53,51.2247308,6.7754568,"Eiscafe Pia, Kasernenstr. 1, 40213 Düsseldorf"
502,40215,Düsseldorf,Eiscafé Belluno,Helmholtzstr. 47,6,51.2144803,6.78670239999999,"Eiscafé Belluno, Helmholtzstr. 47, 40215 Düsseldorf"
503,40219,Düsseldorf,YOMARO Frozen Jogurt,Lorettostr. 17,3,51.2141836,6.7659889,"YOMARO Frozen Jogurt, Lorettostr. 17, 40219 Düsseldorf"
504,40219,Düsseldorf,Eisschmiede - Manufaktur für Genuss,Bilker Allee 22,5,51.2115651,6.764998,"Eisschmiede - Manufaktur für Genuss, Bilker Allee 22, 40219 Düsseldorf"
505,40223,Dusseldorf,Herrtotti Eis-Manufaktur,Brunnenstr. 4,17,51.20755,6.77782669999999,"Herrtotti Eis-Manufaktur, Brunnenstr. 4, 40223 Dusseldorf"
506,40223,Düsseldorf,Eiscafé Unbehaun,Aachener Str. 159,148,51.19872,6.77004999999999,"Eiscafé Unbehaun, Aachener Str. 159, 40223 Düsseldorf"
507,40233,Düsseldorf,Nordmanns Eisfabrik,Hermannstr. 22a,70,51.2301124,6.80783039999999,"Nordmanns Eisfabrik, Hermannstr. 22a, 40233 Düsseldorf"
508,40235,Düsseldorf,La Luna,Grafenberger Allee 413,3,51.2414195,6.8274919,"La Luna, Grafenberger Allee 413, 40235 Düsseldorf"
509,40477,Düsseldorf,Paul Da Forno,Schwerinstr. 1,12,51.2387284,6.77964,"Paul Da Forno, Schwerinstr. 1, 40477 Düsseldorf"
510,40545,Düsseldorf,La Vecchia Gelateria Confetti's,Düsseldorfer Str. 2,21,51.2268716,6.7588354,"La Vecchia Gelateria Confetti's, Düsseldorfer Str. 2, 40545 Düsseldorf"
511,40625,Düsseldorf,Eiscafé Cescon,Benderstr. 21,11,51.2373725,6.8578557,"Eiscafé Cescon, Benderstr. 21, 40625 Düsseldorf"
512,40667,Meerbusch,Pra Levis,Düsseldorfer Str 118,4,51.2442425,6.6983295,"Pra Levis, Düsseldorfer Str 118, 40667 Meerbusch"
513,40721,Hilden,Eisdiele Eisbär,Gerresheimer Str. 227,9,51.1832299999999,6.92481,"Eisdiele Eisbär, Gerresheimer Str. 227, 40721 Hilden"
514,40723,Hilden,Eiscafé Engelbertz,Lindenstr. 32,4,51.1596073,6.9450872,"Eiscafé Engelbertz, Lindenstr. 32, 40723 Hilden"
515,40724,Hilden,Dinges,Hochdahler Str. 111,13,51.1755625,6.9391981,"Dinges, Hochdahler Str. 111, 40724 Hilden"
516,40764,Langenfeld,Eiscafe Simonetti,Konrad-Adenauer-Platz 2,3,51.11309,6.9514,"Eiscafe Simonetti, Konrad-Adenauer-Platz 2, 40764 Langenfeld"
517,40789,Monheim am Rhein,Eis-Cafe Dolomiti,Rathausplatz 6,3,51.0911249,6.8889602,"Eis-Cafe Dolomiti, Rathausplatz 6, 40789 Monheim am Rhein"
518,40878,Ratingen,Il Gelato,Bechermer Str. 23,127,51.29638,6.85095,"Il Gelato, Bechermer Str. 23, 40878 Ratingen"
519,40883,Ratingen,Eiscafe da Claudio,Bahnhofstr. 177,22,51.3302987999999,6.9092014,"Eiscafe da Claudio, Bahnhofstr. 177, 40883 Ratingen"
520,41061,Mönchengladbach,Smilla Eismanufaktur,Sandradstr. 12,21,51.1963652,6.4310996,"Smilla Eismanufaktur, Sandradstr. 12, 41061 Mönchengladbach"
521,41063,Mönchengladbach,Eiscafe De Marco,Eickener Str. 119,9,51.20311,6.44511,"Eiscafe De Marco, Eickener Str. 119, 41063 Mönchengladbach"
522,41236,Mönchengladbach,Eiskonditorei Houben,Neusser Str. 282,3,51.2038944,6.4753208,"Eiskonditorei Houben, Neusser Str. 282, 41236 Mönchengladbach"
523,41236,Mönchengladbach,Eis Ovidio,Limiten 31,3,51.1671458999999,6.4474114,"Eis Ovidio, Limiten 31, 41236 Mönchengladbach"
524,41334,Nettetal,Eiscafe Cucco,Hauptstraße 27,10,51.3318179,6.280444,"Eiscafe Cucco, Hauptstraße 27, 41334 Nettetal"
525,41352,Korschenbroich,Eis Cafe Ciprian,Kirchplatz 5,4,51.19033,6.51326,"Eis Cafe Ciprian, Kirchplatz 5, 41352 Korschenbroich"
526,41372,Niederkrüchten,Tino's Eiscafé,Wiesenstr. 47,8,51.2174963,6.2232914,"Tino's Eiscafé, Wiesenstr. 47, 41372 Niederkrüchten"
527,41379,Brüggen,Tino's Eiscafé,Klosterstr. 57,8,51.2410498,6.1829405,"Tino's Eiscafé, Klosterstr. 57, 41379 Brüggen"
528,41460,Neuss,Eiscafé Roma,Markt 18,9,51.1982386,6.6927771,"Eiscafé Roma, Markt 18, 41460 Neuss"
529,41465,Kaarst,Eiscafé La Rosa,Bahnstr. 12,3,51.19627,6.60769,"Eiscafé La Rosa, Bahnstr. 12, 41465 Kaarst"
530,41466,Neuss,Picco  die Eis-Liebe,Otto-Wels-Str. 5,10,51.1565899999999,6.69605,"Picco  die Eis-Liebe, Otto-Wels-Str. 5, 41466 Neuss"
531,41468,Neuss,Meine Eisliebe,Rheinuferstr. 94,18,51.1793515,6.7429324,"Meine Eisliebe, Rheinuferstr. 94, 41468 Neuss"
532,41516,Grevenbroich,Eiscafe Europa,Poststr. 38,7,51.1082172,6.6234857,"Eiscafe Europa, Poststr. 38, 41516 Grevenbroich"
533,41539,Dormagen,Adamis,Römerstr. 29,4,51.0934712,6.8388169,"Adamis, Römerstr. 29, 41539 Dormagen"
534,41541,Dormagen,Eiscafe am Rheinturm,Rheinstrasse  1,3,51.12276,6.85131,"Eiscafe am Rheinturm, Rheinstrasse  1, 41541 Dormagen"
535,41541,Dormagen,Eiskultur,Schulstr. 1,7,51.14087,6.81600999999999,"Eiskultur, Schulstr. 1, 41541 Dormagen"
536,41542,Dormagen,Eiscafé Cellino,Neusser Str. 80,4,51.119197,6.7676834,"Eiscafé Cellino, Neusser Str. 80, 41542 Dormagen"
537,41812,Erkelenz,Diego's Eis,Hauptstr. 5,7,51.0323719,6.32406189999999,"Diego's Eis, Hauptstr. 5, 41812 Erkelenz"
538,41849,Wassenberg,Kohlens Eiscafé,Erkelenzer Str. 45,8,51.1031109,6.1701454,"Kohlens Eiscafé, Erkelenzer Str. 45, 41849 Wassenberg"
539,42103,Wuppertal,Eiscafe Mandoliti,Friedrich-Ebert-Str. 13,8,51.2561805,7.1402576,"Eiscafe Mandoliti, Friedrich-Ebert-Str. 13, 42103 Wuppertal"
540,42105,Wuppertal,Eiscafe Spathmann,Albrechtstr. 21,5,51.2613419,7.1459516,"Eiscafe Spathmann, Albrechtstr. 21, 42105 Wuppertal"
541,42105,Wuppertal,Cafe Clauß,Hochstr. 102,4,51.2603364,7.1441303,"Cafe Clauß, Hochstr. 102, 42105 Wuppertal"
542,42107,Wuppertal,Creme Eis,Platz der Republik 5,104,51.2650432,7.1518685,"Creme Eis, Platz der Republik 5, 42107 Wuppertal"
543,42111,Wuppertal,Il Sole,Höhenstr. 41,4,51.2971462999999,7.1613358,"Il Sole, Höhenstr. 41, 42111 Wuppertal"
544,42369,Wuppertal,Golosia Eiscafe,Lüttringhauser Straße 22,5,51.225984,7.2011949,"Golosia Eiscafe, Lüttringhauser Straße 22, 42369 Wuppertal"
545,42399,Wuppertal,Eiscafé Cortina,Am Kriegermal 50,5,51.2486775,7.2958013,"Eiscafé Cortina, Am Kriegermal 50, 42399 Wuppertal"
546,42555,Velbert,Eiscafe Angelo Levis,Hauptstr. 36,7,51.3516986,7.12204949999999,"Eiscafe Angelo Levis, Hauptstr. 36, 42555 Velbert"
547,42897,Remscheid,Eiscafe Sagui,Kölner Str. 55,3,51.1892396,7.2556501,"Eiscafe Sagui, Kölner Str. 55, 42897 Remscheid"
548,42899,Remscheid,Eiscafe Belfi,Richthofenstr. 9,3,51.2078409999999,7.2369538,"Eiscafe Belfi, Richthofenstr. 9, 42899 Remscheid"
549,44135,Dortmund,Kuhbar,Kaiserstr. 41,28,51.5134421,7.4780827,"Kuhbar, Kaiserstr. 41, 44135 Dortmund"
550,44135,Dortmund,Eiswerk,Kleppingstr. 22,19,51.5129357,7.4688186,"Eiswerk, Kleppingstr. 22, 44135 Dortmund"
551,44137,Dortmund,Eiscafé Angelo Losego,Rheinische Str. 33,48,51.5136408,7.4512,"Eiscafé Angelo Losego, Rheinische Str. 33, 44137 Dortmund"
552,44137,Dortmund,Eiscafe Panciera,Hansastrasse 14,6,51.5163125,7.46385459999999,"Eiscafe Panciera, Hansastrasse 14, 44137 Dortmund"
553,44137,Dortmund,Eiscafé Cream,Kleine Beurhausstraße 3,13,51.5085051999999,7.4525916,"Eiscafé Cream, Kleine Beurhausstraße 3, 44137 Dortmund"
554,44139,Dortmund,Eiswerk,Saarlandstraße 108,19,51.50452,7.4623,"Eiswerk, Saarlandstraße 108, 44139 Dortmund"
555,44225,Dortmund,Eiscafé Tiziana,Harkortstr. 51,3,51.4758303,7.44082999999999,"Eiscafé Tiziana, Harkortstr. 51, 44225 Dortmund"
556,44263,Dortmund,Kuhbar,Alte Benninghofer Str. 26,4,51.4855039,7.5019357,"Kuhbar, Alte Benninghofer Str. 26, 44263 Dortmund"
557,44269,Dortmund,Eiszeit bei Bruno,Berghofer Str. 166,111,51.4783344,7.5356091,"Eiszeit bei Bruno, Berghofer Str. 166, 44269 Dortmund"
558,44287,Dortmund,Eislädchen & Manufaktur,Schwerter Str. 291,53,51.4826888,7.5602101,"Eislädchen & Manufaktur, Schwerter Str. 291, 44287 Dortmund"
559,44287,Dortmund,Kuhbar,Wittbräucker Str. 133,5,51.4797851999999,7.54790499999999,"Kuhbar, Wittbräucker Str. 133, 44287 Dortmund"
560,44532,Lünen,Eis und Tortenzauber,Baukelweg 3,3,51.5937918,7.5492451,"Eis und Tortenzauber, Baukelweg 3, 44532 Lünen"
561,44534,Lünen,San Remo,Münsterstr. 18,23,51.61669,7.52513,"San Remo, Münsterstr. 18, 44534 Lünen"
562,44627,Herne,Il Gelato,Castroper Str  322,127,51.5485483,7.2802096,"Il Gelato, Castroper Str  322, 44627 Herne"
563,44787,Bochum,Eiscafe Gelatissimo,Brückstr. 32,10,51.4840777,7.21752629999999,"Eiscafe Gelatissimo, Brückstr. 32, 44787 Bochum"
564,44787,Bochum,Eisdiele 4Eck,Bongardstr. 16,5,51.48177,7.21774,"Eisdiele 4Eck, Bongardstr. 16, 44787 Bochum"
